team1,team2,season_start,team1_wins,team_1_home
Atlanta Hawks,Philadelphia 76ers,2017,0,1
Boston Celtics,Cleveland Cavaliers,2017,0,0
Boston Celtics,Milwaukee Bucks,2017,0,1
Boston Celtics,Philadelphia 76ers,2017,1,0
Boston Celtics,New York Knicks,2017,1,1
Boston Celtics,Milwaukee Bucks,2017,1,0
Boston Celtics,Miami Heat,2017,1,0
Boston Celtics,San Antonio Spurs,2017,1,1
Boston Celtics,Sacramento Kings,2017,1,1
Boston Celtics,Oklahoma City Thunder,2017,1,0
Boston Celtics,Orlando Magic,2017,1,0
Boston Celtics,Atlanta Hawks,2017,1,0
Boston Celtics,Los Angeles Lakers,2017,1,1
Boston Celtics,Charlotte Hornets,2017,1,1
Boston Celtics,Toronto Raptors,2017,1,1
Boston Celtics,Brooklyn Nets,2017,1,0
Boston Celtics,Golden State Warriors,2017,1,1
Boston Celtics,Atlanta Hawks,2017,1,0
Boston Celtics,Dallas Mavericks,2017,1,0
Boston Celtics,Miami Heat,2017,0,0
Boston Celtics,Orlando Magic,2017,1,1
Boston Celtics,Indiana Pacers,2017,1,0
Boston Celtics,Detroit Pistons,2017,0,1
Boston Celtics,Philadelphia 76ers,2017,1,1
Boston Celtics,Phoenix Suns,2017,1,1
Boston Celtics,Milwaukee Bucks,2017,1,1
Boston Celtics,Dallas Mavericks,2017,1,1
Boston Celtics,San Antonio Spurs,2017,0,0
Boston Celtics,Detroit Pistons,2017,1,0
Boston Celtics,Chicago Bulls,2017,0,0
Boston Celtics,Denver Nuggets,2017,1,1
Boston Celtics,Utah Jazz,2017,0,1
Boston Celtics,Memphis Grizzlies,2017,1,0
Boston Celtics,Indiana Pacers,2017,1,0
Boston Celtics,Miami Heat,2017,0,1
Boston Celtics,New York Knicks,2017,0,0
Boston Celtics,Chicago Bulls,2017,1,1
Boston Celtics,Washington Wizards,2017,0,1
Boston Celtics,Charlotte Hornets,2017,1,0
Boston Celtics,Houston Rockets,2017,1,1
Boston Celtics,Brooklyn Nets,2017,1,1
Boston Celtics,Cleveland Cavaliers,2017,1,1
Boston Celtics,Minnesota Timberwolves,2017,1,1
Boston Celtics,Brooklyn Nets,2017,1,0
Boston Celtics,Philadelphia 76ers,2017,1,0
Boston Celtics,New Orleans Pelicans,2017,0,1
Boston Celtics,Philadelphia 76ers,2017,0,1
Boston Celtics,Orlando Magic,2017,0,1
Boston Celtics,Los Angeles Lakers,2017,0,0
Boston Celtics,Los Angeles Clippers,2017,1,0
Boston Celtics,Golden State Warriors,2017,0,0
Boston Celtics,Denver Nuggets,2017,1,0
Boston Celtics,New York Knicks,2017,1,1
Boston Celtics,Atlanta Hawks,2017,1,1
Boston Celtics,Portland Trail Blazers,2017,1,1
Boston Celtics,Toronto Raptors,2017,0,0
Boston Celtics,Washington Wizards,2017,1,0
Boston Celtics,Indiana Pacers,2017,0,1
Boston Celtics,Cleveland Cavaliers,2017,0,1
Boston Celtics,Los Angeles Clippers,2017,0,1
Boston Celtics,Detroit Pistons,2017,1,0
Boston Celtics,New York Knicks,2017,1,0
Boston Celtics,Memphis Grizzlies,2017,1,1
Boston Celtics,Charlotte Hornets,2017,1,1
Boston Celtics,Houston Rockets,2017,0,0
Boston Celtics,Chicago Bulls,2017,1,0
Boston Celtics,Minnesota Timberwolves,2017,1,0
Boston Celtics,Indiana Pacers,2017,0,1
Boston Celtics,Washington Wizards,2017,0,1
Boston Celtics,Orlando Magic,2017,1,0
Boston Celtics,New Orleans Pelicans,2017,0,0
Boston Celtics,Oklahoma City Thunder,2017,1,1
Boston Celtics,Portland Trail Blazers,2017,1,0
Boston Celtics,Sacramento Kings,2017,1,0
Boston Celtics,Phoenix Suns,2017,1,0
Boston Celtics,Utah Jazz,2017,1,0
Boston Celtics,Toronto Raptors,2017,1,1
Boston Celtics,Milwaukee Bucks,2017,0,0
Boston Celtics,Toronto Raptors,2017,0,0
Boston Celtics,Chicago Bulls,2017,1,1
Boston Celtics,Atlanta Hawks,2017,0,1
Boston Celtics,Washington Wizards,2017,0,0
Boston Celtics,Brooklyn Nets,2017,1,1
Brooklyn Nets,Indiana Pacers,2017,0,0
Brooklyn Nets,Orlando Magic,2017,1,1
Brooklyn Nets,Atlanta Hawks,2017,1,1
Brooklyn Nets,Orlando Magic,2017,0,0
Brooklyn Nets,Cleveland Cavaliers,2017,1,1
Brooklyn Nets,New York Knicks,2017,0,0
Brooklyn Nets,Denver Nuggets,2017,0,1
Brooklyn Nets,Phoenix Suns,2017,0,1
Brooklyn Nets,Los Angeles Lakers,2017,0,0
Brooklyn Nets,Phoenix Suns,2017,1,0
Brooklyn Nets,Denver Nuggets,2017,0,0
Brooklyn Nets,Portland Trail Blazers,2017,1,0
Brooklyn Nets,Utah Jazz,2017,0,0
Brooklyn Nets,Boston Celtics,2017,0,1
Brooklyn Nets,Utah Jazz,2017,1,1
Brooklyn Nets,Golden State Warriors,2017,0,1
Brooklyn Nets,Cleveland Cavaliers,2017,0,0
Brooklyn Nets,Portland Trail Blazers,2017,0,1
Brooklyn Nets,Memphis Grizzlies,2017,1,0
Brooklyn Nets,Houston Rockets,2017,0,0
Brooklyn Nets,Dallas Mavericks,2017,1,0
Brooklyn Nets,Atlanta Hawks,2017,0,1
Brooklyn Nets,Atlanta Hawks,2017,1,0
Brooklyn Nets,Oklahoma City Thunder,2017,1,1
Brooklyn Nets,Miami Heat,2017,0,1
Brooklyn Nets,Washington Wizards,2017,1,1
Brooklyn Nets,New York Knicks,2017,0,1
Brooklyn Nets,Toronto Raptors,2017,0,0
Brooklyn Nets,Indiana Pacers,2017,0,1
Brooklyn Nets,Sacramento Kings,2017,0,1
Brooklyn Nets,Washington Wizards,2017,1,1
Brooklyn Nets,Indiana Pacers,2017,0,0
Brooklyn Nets,San Antonio Spurs,2017,0,0
Brooklyn Nets,New Orleans Pelicans,2017,0,0
Brooklyn Nets,Miami Heat,2017,1,0
Brooklyn Nets,Boston Celtics,2017,0,0
Brooklyn Nets,Orlando Magic,2017,1,1
Brooklyn Nets,Minnesota Timberwolves,2017,1,1
Brooklyn Nets,Boston Celtics,2017,0,1
Brooklyn Nets,Toronto Raptors,2017,0,1
Brooklyn Nets,Detroit Pistons,2017,0,1
Brooklyn Nets,Atlanta Hawks,2017,1,0
Brooklyn Nets,Washington Wizards,2017,0,0
Brooklyn Nets,New York Knicks,2017,0,1
Brooklyn Nets,San Antonio Spurs,2017,0,1
Brooklyn Nets,Miami Heat,2017,1,1
Brooklyn Nets,Detroit Pistons,2017,1,0
Brooklyn Nets,Oklahoma City Thunder,2017,0,0
Brooklyn Nets,Milwaukee Bucks,2017,0,0
Brooklyn Nets,Minnesota Timberwolves,2017,0,0
Brooklyn Nets,New York Knicks,2017,0,0
Brooklyn Nets,Philadelphia 76ers,2017,1,1
Brooklyn Nets,Los Angeles Lakers,2017,0,1
Brooklyn Nets,Milwaukee Bucks,2017,0,1
Brooklyn Nets,Houston Rockets,2017,0,1
Brooklyn Nets,Detroit Pistons,2017,0,0
Brooklyn Nets,New Orleans Pelicans,2017,0,1
Brooklyn Nets,Los Angeles Clippers,2017,0,1
Brooklyn Nets,Indiana Pacers,2017,0,1
Brooklyn Nets,Charlotte Hornets,2017,0,0
Brooklyn Nets,Chicago Bulls,2017,1,1
Brooklyn Nets,Cleveland Cavaliers,2017,0,0
Brooklyn Nets,Sacramento Kings,2017,0,0
Brooklyn Nets,Los Angeles Clippers,2017,0,0
Brooklyn Nets,Golden State Warriors,2017,0,0
Brooklyn Nets,Charlotte Hornets,2017,1,0
Brooklyn Nets,Philadelphia 76ers,2017,0,1
Brooklyn Nets,Toronto Raptors,2017,0,1
Brooklyn Nets,Philadelphia 76ers,2017,0,0
Brooklyn Nets,Dallas Mavericks,2017,1,1
Brooklyn Nets,Memphis Grizzlies,2017,1,1
Brooklyn Nets,Charlotte Hornets,2017,0,1
Brooklyn Nets,Toronto Raptors,2017,0,0
Brooklyn Nets,Cleveland Cavaliers,2017,0,1
Brooklyn Nets,Orlando Magic,2017,1,0
Brooklyn Nets,Miami Heat,2017,1,0
Brooklyn Nets,Detroit Pistons,2017,0,1
Brooklyn Nets,Philadelphia 76ers,2017,0,0
Brooklyn Nets,Milwaukee Bucks,2017,1,0
Brooklyn Nets,Chicago Bulls,2017,1,0
Brooklyn Nets,Chicago Bulls,2017,1,1
Brooklyn Nets,Boston Celtics,2017,0,0
Charlotte Hornets,Detroit Pistons,2017,0,0
Charlotte Hornets,Atlanta Hawks,2017,1,1
Charlotte Hornets,Milwaukee Bucks,2017,0,0
Charlotte Hornets,Denver Nuggets,2017,1,1
Charlotte Hornets,Houston Rockets,2017,0,1
Charlotte Hornets,Orlando Magic,2017,1,1
Charlotte Hornets,Memphis Grizzlies,2017,1,0
Charlotte Hornets,Milwaukee Bucks,2017,1,1
Charlotte Hornets,San Antonio Spurs,2017,0,0
Charlotte Hornets,Minnesota Timberwolves,2017,0,0
Charlotte Hornets,New York Knicks,2017,0,0
Charlotte Hornets,Boston Celtics,2017,0,0
Charlotte Hornets,Cleveland Cavaliers,2017,0,1
Charlotte Hornets,Chicago Bulls,2017,0,0
Charlotte Hornets,Los Angeles Clippers,2017,1,1
Charlotte Hornets,Minnesota Timberwolves,2017,1,1
Charlotte Hornets,Washington Wizards,2017,1,1
Charlotte Hornets,Cleveland Cavaliers,2017,0,0
Charlotte Hornets,San Antonio Spurs,2017,0,1
Charlotte Hornets,Toronto Raptors,2017,0,0
Charlotte Hornets,Miami Heat,2017,0,0
Charlotte Hornets,Orlando Magic,2017,1,1
Charlotte Hornets,Golden State Warriors,2017,0,1
Charlotte Hornets,Chicago Bulls,2017,0,1
Charlotte Hornets,Los Angeles Lakers,2017,0,1
Charlotte Hornets,Oklahoma City Thunder,2017,1,0
Charlotte Hornets,Houston Rockets,2017,0,0
Charlotte Hornets,Miami Heat,2017,0,1
Charlotte Hornets,Portland Trail Blazers,2017,0,1
Charlotte Hornets,New York Knicks,2017,1,1
Charlotte Hornets,Toronto Raptors,2017,0,1
Charlotte Hornets,Milwaukee Bucks,2017,0,0
Charlotte Hornets,Milwaukee Bucks,2017,1,1
Charlotte Hornets,Boston Celtics,2017,0,1
Charlotte Hornets,Golden State Warriors,2017,1,0
Charlotte Hornets,Los Angeles Clippers,2017,0,0
Charlotte Hornets,Sacramento Kings,2017,1,0
Charlotte Hornets,Los Angeles Lakers,2017,1,0
Charlotte Hornets,Dallas Mavericks,2017,0,1
Charlotte Hornets,Utah Jazz,2017,1,1
Charlotte Hornets,Oklahoma City Thunder,2017,0,1
Charlotte Hornets,Detroit Pistons,2017,1,0
Charlotte Hornets,Washington Wizards,2017,1,1
Charlotte Hornets,Miami Heat,2017,0,1
Charlotte Hornets,Sacramento Kings,2017,1,1
Charlotte Hornets,New Orleans Pelicans,2017,0,1
Charlotte Hornets,Atlanta Hawks,2017,1,1
Charlotte Hornets,Miami Heat,2017,0,0
Charlotte Hornets,Indiana Pacers,2017,0,0
Charlotte Hornets,Atlanta Hawks,2017,1,0
Charlotte Hornets,Indiana Pacers,2017,1,1
Charlotte Hornets,Phoenix Suns,2017,1,0
Charlotte Hornets,Denver Nuggets,2017,0,0
Charlotte Hornets,Portland Trail Blazers,2017,0,0
Charlotte Hornets,Utah Jazz,2017,0,0
Charlotte Hornets,Toronto Raptors,2017,0,1
Charlotte Hornets,Orlando Magic,2017,1,0
Charlotte Hornets,Brooklyn Nets,2017,1,1
Charlotte Hornets,Washington Wizards,2017,1,0
Charlotte Hornets,Detroit Pistons,2017,1,1
Charlotte Hornets,Chicago Bulls,2017,1,1
Charlotte Hornets,Boston Celtics,2017,0,0
Charlotte Hornets,Philadelphia 76ers,2017,0,0
Charlotte Hornets,Toronto Raptors,2017,0,0
Charlotte Hornets,Philadelphia 76ers,2017,0,1
Charlotte Hornets,Brooklyn Nets,2017,0,1
Charlotte Hornets,Phoenix Suns,2017,1,1
Charlotte Hornets,New Orleans Pelicans,2017,0,0
Charlotte Hornets,Atlanta Hawks,2017,1,0
Charlotte Hornets,New York Knicks,2017,0,0
Charlotte Hornets,Philadelphia 76ers,2017,0,0
Charlotte Hornets,Brooklyn Nets,2017,1,0
Charlotte Hornets,Memphis Grizzlies,2017,1,1
Charlotte Hornets,Dallas Mavericks,2017,1,0
Charlotte Hornets,New York Knicks,2017,1,1
Charlotte Hornets,Cleveland Cavaliers,2017,0,1
Charlotte Hornets,Washington Wizards,2017,0,0
Charlotte Hornets,Philadelphia 76ers,2017,0,1
Charlotte Hornets,Chicago Bulls,2017,0,0
Charlotte Hornets,Orlando Magic,2017,1,0
Charlotte Hornets,Indiana Pacers,2017,0,1
Charlotte Hornets,Indiana Pacers,2017,1,0
Chicago Bulls,Toronto Raptors,2017,0,0
Chicago Bulls,San Antonio Spurs,2017,0,1
Chicago Bulls,Cleveland Cavaliers,2017,0,0
Chicago Bulls,Atlanta Hawks,2017,1,1
Chicago Bulls,Oklahoma City Thunder,2017,0,1
Chicago Bulls,Miami Heat,2017,0,0
Chicago Bulls,Orlando Magic,2017,1,0
Chicago Bulls,New Orleans Pelicans,2017,0,1
Chicago Bulls,Toronto Raptors,2017,0,0
Chicago Bulls,Indiana Pacers,2017,0,1
Chicago Bulls,San Antonio Spurs,2017,0,0
Chicago Bulls,Oklahoma City Thunder,2017,0,0
Chicago Bulls,Charlotte Hornets,2017,1,1
Chicago Bulls,Phoenix Suns,2017,0,0
Chicago Bulls,Los Angeles Lakers,2017,0,0
Chicago Bulls,Utah Jazz,2017,0,0
Chicago Bulls,Golden State Warriors,2017,0,0
Chicago Bulls,Miami Heat,2017,0,1
Chicago Bulls,Phoenix Suns,2017,0,1
Chicago Bulls,Denver Nuggets,2017,0,0
Chicago Bulls,Sacramento Kings,2017,0,1
Chicago Bulls,Cleveland Cavaliers,2017,0,1
Chicago Bulls,Indiana Pacers,2017,0,0
Chicago Bulls,Charlotte Hornets,2017,1,0
Chicago Bulls,New York Knicks,2017,1,1
Chicago Bulls,Boston Celtics,2017,1,1
Chicago Bulls,Utah Jazz,2017,1,1
Chicago Bulls,Milwaukee Bucks,2017,1,0
Chicago Bulls,Philadelphia 76ers,2017,1,1
Chicago Bulls,Orlando Magic,2017,1,1
Chicago Bulls,Cleveland Cavaliers,2017,0,0
Chicago Bulls,Boston Celtics,2017,0,0
Chicago Bulls,Milwaukee Bucks,2017,1,0
Chicago Bulls,New York Knicks,2017,1,1
Chicago Bulls,Indiana Pacers,2017,1,1
Chicago Bulls,Washington Wizards,2017,0,0
Chicago Bulls,Portland Trail Blazers,2017,0,1
Chicago Bulls,Toronto Raptors,2017,0,1
Chicago Bulls,Dallas Mavericks,2017,1,0
Chicago Bulls,Indiana Pacers,2017,0,0
Chicago Bulls,Houston Rockets,2017,0,1
Chicago Bulls,New York Knicks,2017,1,0
Chicago Bulls,Detroit Pistons,2017,1,1
Chicago Bulls,Miami Heat,2017,1,1
Chicago Bulls,Golden State Warriors,2017,0,1
Chicago Bulls,Atlanta Hawks,2017,1,0
Chicago Bulls,New Orleans Pelicans,2017,0,0
Chicago Bulls,Philadelphia 76ers,2017,0,0
Chicago Bulls,Los Angeles Lakers,2017,0,1
Chicago Bulls,Milwaukee Bucks,2017,0,1
Chicago Bulls,Portland Trail Blazers,2017,0,0
Chicago Bulls,Los Angeles Clippers,2017,0,0
Chicago Bulls,Sacramento Kings,2017,0,0
Chicago Bulls,Minnesota Timberwolves,2017,1,1
Chicago Bulls,Washington Wizards,2017,0,1
Chicago Bulls,Orlando Magic,2017,1,1
Chicago Bulls,Toronto Raptors,2017,0,1
Chicago Bulls,Philadelphia 76ers,2017,0,1
Chicago Bulls,Minnesota Timberwolves,2017,0,0
Chicago Bulls,Brooklyn Nets,2017,0,0
Chicago Bulls,Charlotte Hornets,2017,0,0
Chicago Bulls,Dallas Mavericks,2017,1,1
Chicago Bulls,Boston Celtics,2017,0,1
Chicago Bulls,Memphis Grizzlies,2017,1,1
Chicago Bulls,Detroit Pistons,2017,0,0
Chicago Bulls,Atlanta Hawks,2017,1,0
Chicago Bulls,Los Angeles Clippers,2017,0,1
Chicago Bulls,Memphis Grizzlies,2017,1,0
Chicago Bulls,Cleveland Cavaliers,2017,0,1
Chicago Bulls,New York Knicks,2017,0,0
Chicago Bulls,Denver Nuggets,2017,0,1
Chicago Bulls,Milwaukee Bucks,2017,0,1
Chicago Bulls,Detroit Pistons,2017,0,0
Chicago Bulls,Houston Rockets,2017,0,0
Chicago Bulls,Miami Heat,2017,0,0
Chicago Bulls,Orlando Magic,2017,1,0
Chicago Bulls,Washington Wizards,2017,1,1
Chicago Bulls,Charlotte Hornets,2017,1,1
Chicago Bulls,Boston Celtics,2017,0,0
Chicago Bulls,Brooklyn Nets,2017,0,1
Chicago Bulls,Brooklyn Nets,2017,0,0
Chicago Bulls,Detroit Pistons,2017,0,1
Cleveland Cavaliers,Boston Celtics,2017,1,1
Cleveland Cavaliers,Milwaukee Bucks,2017,1,0
Cleveland Cavaliers,Orlando Magic,2017,0,1
Cleveland Cavaliers,Chicago Bulls,2017,1,1
Cleveland Cavaliers,Brooklyn Nets,2017,0,0
Cleveland Cavaliers,New Orleans Pelicans,2017,0,0
Cleveland Cavaliers,New York Knicks,2017,0,1
Cleveland Cavaliers,Indiana Pacers,2017,0,1
Cleveland Cavaliers,Washington Wizards,2017,1,0
Cleveland Cavaliers,Atlanta Hawks,2017,0,1
Cleveland Cavaliers,Milwaukee Bucks,2017,1,1
Cleveland Cavaliers,Houston Rockets,2017,0,0
Cleveland Cavaliers,Dallas Mavericks,2017,1,0
Cleveland Cavaliers,New York Knicks,2017,1,0
Cleveland Cavaliers,Charlotte Hornets,2017,1,0
Cleveland Cavaliers,Los Angeles Clippers,2017,1,1
Cleveland Cavaliers,Detroit Pistons,2017,1,0
Cleveland Cavaliers,Brooklyn Nets,2017,1,1
Cleveland Cavaliers,Charlotte Hornets,2017,1,1
Cleveland Cavaliers,Philadelphia 76ers,2017,1,0
Cleveland Cavaliers,Miami Heat,2017,1,1
Cleveland Cavaliers,Atlanta Hawks,2017,1,0
Cleveland Cavaliers,Memphis Grizzlies,2017,1,1
Cleveland Cavaliers,Chicago Bulls,2017,1,0
Cleveland Cavaliers,Sacramento Kings,2017,1,1
Cleveland Cavaliers,Indiana Pacers,2017,0,0
Cleveland Cavaliers,Philadelphia 76ers,2017,1,1
Cleveland Cavaliers,Atlanta Hawks,2017,1,1
Cleveland Cavaliers,Los Angeles Lakers,2017,1,1
Cleveland Cavaliers,Utah Jazz,2017,1,1
Cleveland Cavaliers,Washington Wizards,2017,1,0
Cleveland Cavaliers,Milwaukee Bucks,2017,0,0
Cleveland Cavaliers,Chicago Bulls,2017,1,1
Cleveland Cavaliers,Golden State Warriors,2017,0,0
Cleveland Cavaliers,Sacramento Kings,2017,0,0
Cleveland Cavaliers,Utah Jazz,2017,0,0
Cleveland Cavaliers,Portland Trail Blazers,2017,1,1
Cleveland Cavaliers,Boston Celtics,2017,0,0
Cleveland Cavaliers,Orlando Magic,2017,1,0
Cleveland Cavaliers,Minnesota Timberwolves,2017,0,0
Cleveland Cavaliers,Toronto Raptors,2017,0,0
Cleveland Cavaliers,Indiana Pacers,2017,0,0
Cleveland Cavaliers,Golden State Warriors,2017,0,1
Cleveland Cavaliers,Orlando Magic,2017,1,1
Cleveland Cavaliers,Oklahoma City Thunder,2017,0,1
Cleveland Cavaliers,San Antonio Spurs,2017,0,0
Cleveland Cavaliers,Indiana Pacers,2017,1,1
Cleveland Cavaliers,Detroit Pistons,2017,1,1
Cleveland Cavaliers,Detroit Pistons,2017,0,0
Cleveland Cavaliers,Miami Heat,2017,1,1
Cleveland Cavaliers,Houston Rockets,2017,0,1
Cleveland Cavaliers,Orlando Magic,2017,0,0
Cleveland Cavaliers,Minnesota Timberwolves,2017,1,1
Cleveland Cavaliers,Atlanta Hawks,2017,1,0
Cleveland Cavaliers,Boston Celtics,2017,1,0
Cleveland Cavaliers,Oklahoma City Thunder,2017,1,0
Cleveland Cavaliers,Washington Wizards,2017,0,1
Cleveland Cavaliers,Memphis Grizzlies,2017,1,0
Cleveland Cavaliers,San Antonio Spurs,2017,0,1
Cleveland Cavaliers,Brooklyn Nets,2017,1,1
Cleveland Cavaliers,Philadelphia 76ers,2017,0,1
Cleveland Cavaliers,Denver Nuggets,2017,0,1
Cleveland Cavaliers,Detroit Pistons,2017,1,1
Cleveland Cavaliers,Denver Nuggets,2017,1,0
Cleveland Cavaliers,Los Angeles Clippers,2017,0,0
Cleveland Cavaliers,Los Angeles Lakers,2017,0,0
Cleveland Cavaliers,Phoenix Suns,2017,1,0
Cleveland Cavaliers,Portland Trail Blazers,2017,0,0
Cleveland Cavaliers,Chicago Bulls,2017,1,0
Cleveland Cavaliers,Milwaukee Bucks,2017,1,1
Cleveland Cavaliers,Toronto Raptors,2017,1,1
Cleveland Cavaliers,Phoenix Suns,2017,1,1
Cleveland Cavaliers,Brooklyn Nets,2017,1,0
Cleveland Cavaliers,Miami Heat,2017,0,0
Cleveland Cavaliers,Charlotte Hornets,2017,1,0
Cleveland Cavaliers,New Orleans Pelicans,2017,1,1
Cleveland Cavaliers,Dallas Mavericks,2017,1,1
Cleveland Cavaliers,Toronto Raptors,2017,1,1
Cleveland Cavaliers,Washington Wizards,2017,1,1
Cleveland Cavaliers,Philadelphia 76ers,2017,0,0
Cleveland Cavaliers,New York Knicks,2017,1,0
Cleveland Cavaliers,New York Knicks,2017,0,1
Dallas Mavericks,Atlanta Hawks,2017,0,1
Dallas Mavericks,Sacramento Kings,2017,0,1
Dallas Mavericks,Houston Rockets,2017,0,0
Dallas Mavericks,Golden State Warriors,2017,0,1
Dallas Mavericks,Memphis Grizzlies,2017,1,1
Dallas Mavericks,Memphis Grizzlies,2017,0,0
Dallas Mavericks,Philadelphia 76ers,2017,0,1
Dallas Mavericks,Utah Jazz,2017,0,0
Dallas Mavericks,Los Angeles Clippers,2017,0,0
Dallas Mavericks,New Orleans Pelicans,2017,0,1
Dallas Mavericks,Minnesota Timberwolves,2017,0,0
Dallas Mavericks,Washington Wizards,2017,1,0
Dallas Mavericks,Cleveland Cavaliers,2017,0,1
Dallas Mavericks,Oklahoma City Thunder,2017,0,0
Dallas Mavericks,San Antonio Spurs,2017,0,1
Dallas Mavericks,Minnesota Timberwolves,2017,0,1
Dallas Mavericks,Milwaukee Bucks,2017,1,1
Dallas Mavericks,Boston Celtics,2017,0,1
Dallas Mavericks,Memphis Grizzlies,2017,1,0
Dallas Mavericks,Oklahoma City Thunder,2017,1,1
Dallas Mavericks,San Antonio Spurs,2017,0,0
Dallas Mavericks,Brooklyn Nets,2017,0,1
Dallas Mavericks,Los Angeles Clippers,2017,1,1
Dallas Mavericks,Denver Nuggets,2017,1,1
Dallas Mavericks,Boston Celtics,2017,0,0
Dallas Mavericks,Milwaukee Bucks,2017,0,0
Dallas Mavericks,Minnesota Timberwolves,2017,0,0
Dallas Mavericks,San Antonio Spurs,2017,1,1
Dallas Mavericks,Golden State Warriors,2017,0,0
Dallas Mavericks,San Antonio Spurs,2017,0,0
Dallas Mavericks,Phoenix Suns,2017,0,1
Dallas Mavericks,Detroit Pistons,2017,1,1
Dallas Mavericks,Miami Heat,2017,0,0
Dallas Mavericks,Atlanta Hawks,2017,0,0
Dallas Mavericks,Toronto Raptors,2017,1,1
Dallas Mavericks,Indiana Pacers,2017,1,0
Dallas Mavericks,New Orleans Pelicans,2017,1,0
Dallas Mavericks,Oklahoma City Thunder,2017,1,0
Dallas Mavericks,Golden State Warriors,2017,0,1
Dallas Mavericks,Chicago Bulls,2017,0,1
Dallas Mavericks,New York Knicks,2017,0,1
Dallas Mavericks,Orlando Magic,2017,1,1
Dallas Mavericks,Charlotte Hornets,2017,1,0
Dallas Mavericks,Los Angeles Lakers,2017,0,1
Dallas Mavericks,Denver Nuggets,2017,0,0
Dallas Mavericks,Portland Trail Blazers,2017,0,0
Dallas Mavericks,Washington Wizards,2017,1,1
Dallas Mavericks,Houston Rockets,2017,0,1
Dallas Mavericks,Portland Trail Blazers,2017,0,1
Dallas Mavericks,Denver Nuggets,2017,0,0
Dallas Mavericks,Miami Heat,2017,0,1
Dallas Mavericks,Phoenix Suns,2017,0,0
Dallas Mavericks,Sacramento Kings,2017,1,0
Dallas Mavericks,Los Angeles Clippers,2017,0,0
Dallas Mavericks,Golden State Warriors,2017,0,0
Dallas Mavericks,Los Angeles Lakers,2017,1,1
Dallas Mavericks,Houston Rockets,2017,0,0
Dallas Mavericks,Sacramento Kings,2017,0,1
Dallas Mavericks,Los Angeles Lakers,2017,0,0
Dallas Mavericks,Utah Jazz,2017,0,0
Dallas Mavericks,Indiana Pacers,2017,1,1
Dallas Mavericks,Oklahoma City Thunder,2017,0,1
Dallas Mavericks,Chicago Bulls,2017,0,0
Dallas Mavericks,New Orleans Pelicans,2017,0,1
Dallas Mavericks,Denver Nuggets,2017,1,1
Dallas Mavericks,Memphis Grizzlies,2017,1,1
Dallas Mavericks,Houston Rockets,2017,0,1
Dallas Mavericks,New York Knicks,2017,1,0
Dallas Mavericks,Toronto Raptors,2017,0,0
Dallas Mavericks,Brooklyn Nets,2017,0,0
Dallas Mavericks,New Orleans Pelicans,2017,0,0
Dallas Mavericks,Utah Jazz,2017,0,1
Dallas Mavericks,Charlotte Hornets,2017,0,1
Dallas Mavericks,Sacramento Kings,2017,1,0
Dallas Mavericks,Los Angeles Lakers,2017,0,0
Dallas Mavericks,Minnesota Timberwolves,2017,0,1
Dallas Mavericks,Cleveland Cavaliers,2017,0,0
Dallas Mavericks,Portland Trail Blazers,2017,1,1
Dallas Mavericks,Orlando Magic,2017,0,0
Dallas Mavericks,Detroit Pistons,2017,0,0
Dallas Mavericks,Philadelphia 76ers,2017,0,0
Dallas Mavericks,Phoenix Suns,2017,0,1
Denver Nuggets,Utah Jazz,2017,0,0
Denver Nuggets,Sacramento Kings,2017,1,1
Denver Nuggets,Washington Wizards,2017,0,1
Denver Nuggets,Charlotte Hornets,2017,0,0
Denver Nuggets,Atlanta Hawks,2017,1,0
Denver Nuggets,Brooklyn Nets,2017,1,0
Denver Nuggets,New York Knicks,2017,0,0
Denver Nuggets,Toronto Raptors,2017,1,1
Denver Nuggets,Miami Heat,2017,1,1
Denver Nuggets,Golden State Warriors,2017,0,1
Denver Nuggets,Brooklyn Nets,2017,1,1
Denver Nuggets,Oklahoma City Thunder,2017,1,1
Denver Nuggets,Orlando Magic,2017,1,1
Denver Nuggets,Portland Trail Blazers,2017,0,0
Denver Nuggets,New Orleans Pelicans,2017,1,1
Denver Nuggets,Los Angeles Lakers,2017,0,0
Denver Nuggets,Sacramento Kings,2017,1,0
Denver Nuggets,Houston Rockets,2017,0,0
Denver Nuggets,Memphis Grizzlies,2017,1,1
Denver Nuggets,Utah Jazz,2017,0,0
Denver Nuggets,Chicago Bulls,2017,1,1
Denver Nuggets,Los Angeles Lakers,2017,1,1
Denver Nuggets,Dallas Mavericks,2017,0,0
Denver Nuggets,New Orleans Pelicans,2017,0,0
Denver Nuggets,Orlando Magic,2017,1,0
Denver Nuggets,Indiana Pacers,2017,0,0
Denver Nuggets,Detroit Pistons,2017,1,0
Denver Nuggets,Boston Celtics,2017,0,0
Denver Nuggets,New Orleans Pelicans,2017,1,1
Denver Nuggets,Oklahoma City Thunder,2017,0,0
Denver Nuggets,Minnesota Timberwolves,2017,0,1
Denver Nuggets,Portland Trail Blazers,2017,1,0
Denver Nuggets,Golden State Warriors,2017,1,0
Denver Nuggets,Utah Jazz,2017,1,1
Denver Nuggets,Minnesota Timberwolves,2017,0,0
Denver Nuggets,Philadelphia 76ers,2017,0,1
Denver Nuggets,Phoenix Suns,2017,1,1
Denver Nuggets,Utah Jazz,2017,1,1
